Concept(EN)	ConceptClass	Concept(IT)	SubjectCode	No.Concept	No.Phrase	Feature	RelationType	Phrase
spinach	vegetable	spinaci	s132	14		4	grows_in_gardens	sl	crescono_in_un_orto
spinach	vegetable	spinaci	s132	14		5	grows_in_countryside	sl	crescono_in_campagna
spinach	vegetable	spinaci	s132	14		6	grows_in_greenhouses	sl	crescono_in_serra
spinach	vegetable	spinaci	s132	14		7	is_small	ese	di_piccole_dimensioni
hand	bodypart	mano	s132	15		1	used_for_grasping	sf	si_usa_per_afferrare
hand	bodypart	mano	s132	15		2	used_for_doing	sf	si_usa_per_compiere_quasi_tutte_le_azioni
hand	bodypart	mano	s132	15		3	has_5_fingers	ece	ha_5_dita
hand	bodypart	mano	s132	15		4	extreme_part_of_arm	ew	è_un'estremità
sword	implement	spada	s132	16		1	used_for_killing	sf	serve_per_uccidere
sword	implement	spada	s132	16		2	made_of_metal	em	è_di_metallo
sword	implement	spada	s132	16		3	is_cold	ese	è_fredda
sword	implement	spada	s132	16		4	is_ancient	st	è_di_uso_antico
sword	implement	spada	s132	16		5	is_long	ese	variamente_lunga
sword	implement	spada	s132	16		6	is_sharp	ese	variamente_tagliente
sword	implement	spada	s132	16		7	has_a_pointed_end	ese	accuminata
sword	implement	spada	s132	16		8	has_a_handle	ece	ha_un'impugnatura
sword	implement	spada	s132	16		9	has_a_handle	ece	ha_un'elsa
sword	implement	spada	s132	16		10	used_for_protection	sf	si_usava_per_difendersi
paintbrush	implement	pennello	s132	17		1	used_for_colouring	sf	si_usa_per_colorare
paintbrush	implement	pennello	s132	17		2	has_a_wooden_handle	ece	ha_il_manico_in_legno
paintbrush	implement	pennello	s132	17		3	has_bristles	ece	ha_l'estremità_in_crini
paintbrush	implement	pennello	s132	17		4	used_by_dipping_into_colour	sa	va_intinta_nel_colore
paintbrush	implement	pennello	s132	17		5	is_thin	ese	è_fine
paintbrush	implement	pennello	s132	17		6	is_long	ese	è_relativamente_lungo
tongs	implement	pinze	s132	18		1	made_of_iron	em	sono_di_ferro
tongs	implement	pinze	s132	18		2	used_for_pulling	sf	servono_per_sfilare_oggetti
tongs	implement	pinze	s132	18		3	is_useful	ie	sono_utili
tongs	implement	pinze	s132	18		4	is_cold	ese	sono_fredde
tongs	implement	pinze	s132	18		5	based_on_lever_principle	ic	moltiplicano_la_forza_in_uno_spazio_minore
pear	fruit	pera	s132	19		1	is_common	ie	molto_comune
pear	fruit	pera	s132	19		2	is_cheap	ie	economica
pear	fruit	pera	s132	19		3	is_juicy	esi	succosa
pear	fruit	pera	s132	19		4	is_yellow	ese	gialla
pear	fruit	pera	s132	19		5	is_soft	ese	morbida
pear	fruit	pera	s132	19		6	has_a_brown_stem	ece	ha_un_picciolo_marrone
pear	fruit	pera	s132	19		7	grows_in_gardens	sl	cresce_in_orti
pear	fruit	pera	s132	19		8	grows_in_countryside	sl	cresce_in_campagna
pear	fruit	pera	s132	19		9	is_healthy	iep	fa_bene_alla_salute
pear	fruit	pera	s132	19		10	is_edible	sa	si_mangia
chair	furniture	sedia	s132	20		1	is_common	ie	molto_comune
chair	furniture	sedia	s132	20		2	made_of_wood	em	lignea
chair	furniture	sedia	s132	20		3	has_4_legs	ece	ha_4_gambe
chair	furniture	sedia	s132	20		4	used_for_sitting	sf	serve_per_sedersi
chair	furniture	sedia	s132	20		5	is_uncomfortable	ie	non_è_molto_comoda
chair	furniture	sedia	s132	20		6	is_cumbersome	iep	è_mediamente_ingombrante
bed	furniture	letto	s132	21		1	is_comfortable	ie	molto_comodo
bed	furniture	letto	s132	21		2	is_cumbersome	iep	molto_ingombrante
bed	furniture	letto	s132	21		3	used_for_sleeping	sf	serve_per_dormirci
bed	furniture	letto	s132	21		4	has_4_legs	ece	ha_4_gambe
bed	furniture	letto	s132	21		5	is_expensive	iep	costoso
bed	furniture	letto	s132	21		6	used_by_1_person	sp	ha_una_piazza
bed	furniture	letto	s132	21		7	used_by_2_people	sp	ha_2_piazze
truck	vehicle	camion	s132	22		1	used_for_cargo	se	serve_per_trasportare_merci
truck	vehicle	camion	s132	22		2	causes_pollution	ic	è_inquinante
truck	vehicle	camion	s132	22		3	is_cumbersome	iep	è_molto_ingombrante
truck	vehicle	camion	s132	22		4	is_heavy	ese	è_molto_pesante
truck	vehicle	camion	s132	22		5	is_cumbersome	iep	è_difficilmente_manovrabile
truck	vehicle	camion	s132	22		6	is_slow	iep	è_relativamente_lento
corn	vegetable	mais	s133	1		1	grows_in_fields	sl	campo
corn	vegetable	mais	s133	1		2	has_kernels	ece	chicchi
corn	vegetable	mais	s133	1		3	comes_on_cobs	ese	pannocchia
corn	vegetable	mais	s133	1		4	grown_by_farmers	sp	coltivatore
corn	vegetable	mais	s133	1		5	is_yellow	ese	giallo
cherry	fruit	ciliegia	s133	2		1	is_red	ese	rossa
cherry	fruit	ciliegia	s133	2		2	has_a_pit	eci	nocciola
cherry	fruit	ciliegia	s133	2		3	tastes_good	ie	buona
cherry	fruit	ciliegia	s133	2		4	grows_on_trees	sl	albero
closet	furniture	armadio	s133	3		1	used_for_storing_clothing	sf	contiene_vestiti
closet	furniture	armadio	s133	3		2	found_in_houses	sl	usato_nelle_case
closet	furniture	armadio	s133	3		3	is_useful	ie	utile
closet	furniture	armadio	s133	3		4	made_of_wood	em	fatto_di_legno
shoes	clothing	scarpe	s133	4		1	different_colours	ese	di_tutti_i_colori
shoes	clothing	scarpe	s133	4		2	worn_on_feet	sf	ai_piedi
shoes	clothing	scarpe	s133	4		3	has_a_lace	ece	con_lacci
shoes	clothing	scarpe	s133	4		4	different_kinds	eq	di_diversi_tipi_a_seconda_delle_funzioni
broom	implement	scopa	s133	5		1	has_a_handle	ece	ha_un_manico
broom	implement	scopa	s133	5		2	used_for_cleaning	sf	viene_usata_per_pulire
head	bodypart	testa	s133	6		1	there_is_1	eq	tutti_ne_hanno_una
head	bodypart	testa	s133	6		2	connected_to_neck	se	poggiata_sul_collo
head	bodypart	testa	s133	6		3	has_a_brain	eci	contiene_il_cervello
head	bodypart	testa	s133	6		4	has_hair	ece	ci_sono_i_capelli
monkey	mammal	scimmia	s133	7		1	an_animal	ch	è_un_animale
monkey	mammal	scimmia	s133	7		2	lives_in_forests	sl	vive_nella_foresta
monkey	mammal	scimmia	s133	7		3	has_a_fur	ece	peloso
monkey	mammal	scimmia	s133	7		4	beh_-_jumps	eb	grandi_capacità_nel_saltare
rabbit	mammal	coniglio	s133	8		1	an_animal	ch	animale
rabbit	mammal	coniglio	s133	8		2	is_domestic	sr	domestico
rabbit	mammal	coniglio	s133	8		3	lives_in_farms	sl	vive_negli_allevamenti
rabbit	mammal	coniglio	s133	8		4	is_edible	sa	per_essere_mangiato
rabbit	mammal	coniglio	s133	8		5	has_long_ears	ece	ha_le_orecchie_lunghe
rabbit	mammal	coniglio	s133	8		6	beh_-_eats_grass	eb	si_nutre_d'erba
goose	bird	oca	s133	9		1	an_animal	ch	animale
goose	bird	oca	s133	9		2	lives_on_water	sl	vive_vicino_all'acqua
goose	bird	oca	s133	9		3	beh_-_flies	eb	può_volare
tower	building	torre	s133	10		1	part_of_castle	ew	si_trova_nei_castelli
tower	building	torre	s133	10		2	is_tall	ese	alta
skyscraper	building	grattacielo	s133	11		1	is_tall	ese	molto_alto
skyscraper	building	grattacielo	s133	11		2	found_in_big_cities	sl	nelle_grandi_città
skyscraper	building	grattacielo	s133	11		3	a_palace	ch	sono_palazzi
comb	implement	pettine	s133	12		1	used_for_hair	se	serve_per_pettinarsi_i_capelli
comb	implement	pettine	s133	12		2	has_teeth	ece	dentellato
comb	implement	pettine	s133	12		3	found_in_bathrooms	sl	viene_riposto_in_bagno_dopo_l'uso
onion	vegetable	cipolla	s133	13		1	a_vegetable	ch	un_ortaggio
onion	vegetable	cipolla	s133	13		2	causes_crying/tears	ic	se_è_maturo_e_lo_tagli_piangi
socks	clothing	calzini	s133	14		1	worn_on_feet	sf	si_indossano_ai_piedi
socks	clothing	calzini	s133	14		2	different_kinds	eq	di_diverse_marche
socks	clothing	calzini	s133	14		3	different_sizes	ese	di_diverse_lunghezze
socks	clothing	calzini	s133	14		4	smells_bad	ie	puzzano
ship	vehicle	nave	s133	15		1	used_for_navigation	sf	serve_per_il_trasporto_marittimo
ship	vehicle	nave	s133	15		2	sinks	io	affonda
ship	vehicle	nave	s133	15		3	has_sails	ece	formata_da_una_vela
eye	bodypart	occhio	s133	16		1	used_for_seeing	sf	serve_per_vedere
eye	bodypart	occhio	s133	16		2	there_are_2	eq	gli_animali_ne_possiedono_2
table	furniture	tavolo	s133	17		1	has_4_legs	ece	formato_da_4_gambe
table	furniture	tavolo	s133	17		2	has_>_4_legs	ece	formato_da_più_di_4_gambe
table	furniture	tavolo	s133	17		3	used_for_holding_food	sf	sopra_si_poggiano_le_pietanze
bear	mammal	orso	s133	18		1	an_animal	ch	animale
bear	mammal	orso	s133	18		2	has_a_fur	ece	peloso
bear	mammal	orso	s133	18		3	different_colours	ese	di_diverso_colore_a_seconda_del_lugo
bear	mammal	orso	s133	18		4	beh_-_eats_everything	eb	onnivoro
bear	mammal	orso	s133	18		5	is_agressive	iep	può_attaccare_l'uomo
bear	mammal	orso	s133	18		6	beh_-_likes_honey	eb	goloso_di_miele
sparrow	bird	passero	s133	19		1	a_bird	ch	un_uccello
leg	bodypart	gamba	s133	20		1	used_for_support	sf	serve_per_sorreggersi
leg	bodypart	gamba	s133	20		2	there_are_2	eq	gli_uomini_ne_possiedono_2
leg	bodypart	gamba	s133	20		3	used_for_walking	sf	serve_per_camminare
train	vehicle	treno	s133	21		1	a_vehicle	ch	mezzo
train	vehicle	treno	s133	21		2	used_for_transportation	sf	di_trasporto
train	vehicle	treno	s133	21		3	has_cars	ece	formato_da_vagoni
train	vehicle	treno	s133	21		4	used_for_long_travel	sf	serve_per_spostarsi_nelle_lunghe_distanze
train	vehicle	treno	s133	21		5	used_by_passengers	sp	composto_da_passeggieri
train	vehicle	treno	s133	21		6	used_on_rail_tracks	se	viaggia_sulle_rotaie
owl	bird	gufo	s133	22		1	an_animal	ch	animale
owl	bird	gufo	s133	22		2	a_bird	ch	uccello
owl	bird	gufo	s133	22		3	has_night_vision	iep	vede_di_notte
owl	bird	gufo	s133	22		4	beh_-_is_nocturnal	eb	notturno
apple	fruit	mela	s133	23		1	a_fruit	ch	frutto
apple	fruit	mela	s133	23		2	grows_on_trees	sl	cresce_sugli_alberi
apple	fruit	mela	s133	23		3	different_colours	ese	di_tanti_colori
apple	fruit	mela	s133	23		4	has_a_stem	ece	ha_un_picciolo
dog	mammal	cane	s133	24		1	an_animal	ch	animale
dog	mammal	cane	s133	24		2	beh_-_eats_meat	eb	carnivoro
dog	mammal	cane	s133	24		3	is_domestic	sr	domestico
dog	mammal	cane	s133	24		4	is_man's_best_friend	sr	"grande_amico_dell'uomo"
dog	mammal	cane	s133	24		5	different_kinds	eq	ci_sono_varie_razze
dog	mammal	cane	s133	24		6	is_large	ese	grandi
dog	mammal	cane	s133	24		7	is_small	ese	piccoli
woodpecker	bird	picchio	s133	25		1	a_bird	ch	uccello
woodpecker	bird	picchio	s133	25		2	has_a_strong_beak	ece	ha_un_becco_duro
woodpecker	bird	picchio	s133	25		3	beh_-_flies	eb	vola
woodpecker	bird	picchio	s133	25		4	beh_-_puts_holes_in_trees	eb	scava_nel_legno_per_nutrirsi
seagull	bird	gabbiano	s134	1		1	an_animal	ch	animale
seagull	bird	gabbiano	s134	1		2	beh_-_flies	eb	vola
seagull	bird	gabbiano	s134	1		3	has_a_beak	ece	ha_un_becco
seagull	bird	gabbiano	s134	1		4	is_white	ese	è_bianco
seagull	bird	gabbiano	s134	1		5	lives_by_the_ocean	sl	si_trova_in_riva_al_mare
bridge	building	ponte	s134	2		1	a_structure	ch	è_una_struttura
bridge	building	ponte	s134	2		2	used_for_connecting_land	sf	serve_per_unire_2_posti_che_altrimenti_non_comunicherebbero
bridge	building	ponte	s134	2		3	used_for_crossing	sf	è_attraversata
jacket	clothing	giacca	s134	3		1	worn_for_the_cold	sf	serve_per_riparare_una_persona_dal_freddo
jacket	clothing	giacca	s134	3		2	made_of_different_materials	em	in_vari_tessuti
jacket	clothing	giacca	s134	3		3	is_comfortable	ie	comoda
armchair	furniture	poltrona	s134	4		1	used_for_sitting	sf	serve_per_sedersi
armchair	furniture	poltrona	s134	4		2	made_of_leather	em	in_pelle
armchair	furniture	poltrona	s134	4		3	made_of_cloth	em	in_tessuto
armchair	furniture	poltrona	s134	4		4	is_comfortable	ie	comoda
armchair	furniture	poltrona	s134	4		5	rocks	io	può_dondolare
bus	vehicle	autobus	s134	5		1	a_vehicle	ch	è_un_mezzo
bus	vehicle	autobus	s134	5		2	used_for_transportation	sf	di_trasporto
bus	vehicle	autobus	s134	5		3	used_by_passengers	sp	porta_le_persone
bus	vehicle	autobus	s134	5		4	found_in_cities	sl	viaggia_per_la_città
bus	vehicle	autobus	s134	5		5	is_useful	ie	è_utile
bus	vehicle	autobus	s134	5		6	is_fast	iep	è_veloce
sweater	clothing	pullover	s134	6		1	clothing	ch	è_un_indumento
sweater	clothing	pullover	s134	6		2	made_of_wool	em	di_lana
sweater	clothing	pullover	s134	6		3	worn_for_the_cold	sf	serve_per_proteggere_dal_freddo
sweater	clothing	pullover	s134	6		4	worn_in_winter	st	si_una_in_inverno
peas	vegetable	piselli	s134	7		1	is_edible	sa	si_mangiano
peas	vegetable	piselli	s134	7		2	is_small	ese	sono_piccoli
peas	vegetable	piselli	s134	7		3	is_green	ese	sono_verdi
peas	vegetable	piselli	s134	7		4	tastes_good	ie	sono_buoni
horse	mammal	cavallo	s134	8		1	is_large	ese	grande
horse	mammal	cavallo	s134	8		2	an_animal	ch	animale
horse	mammal	cavallo	s134	8		3	used_by_riding	sa	lo_si_cavalca
horse	mammal	cavallo	s134	8		4	beh_-_neighs	eb	nitrisce
horse	mammal	cavallo	s134	8		5	lives_in_the_Far_West	sl	si_usava_nel_Far_West
horse	mammal	cavallo	s134	8		6	is_heavy	ese	pesa_tanto
pineapple	fruit	ananas	s134	9		1	a_fruit	ch	tipo_di_frutta
pineapple	fruit	ananas	s134	9		2	is_edible	sa	buono_da_mangiare
pineapple	fruit	ananas	s134	9		3	has_a_prickly_skin	ece	si_deve_togliere_il_rivestimento_pungente
church	building	chiesa	s134	10		1	a_place	ch	luogo
church	building	chiesa	s134	10		2	used_for_praying	sf	dove_si_prega_il_proprio_Dio
church	building	chiesa	s134	10		3	is_large	ese	spaziosa
church	building	chiesa	s134	10		4	used_by_many_people	sp	accoglie_molte_persone
airplane	vehicle	aeroplano	s134	11		1	a_vehicle	ch	mezzo
airplane	vehicle	aeroplano	s134	11		2	used_for_transportation	sf	di_trasporto
airplane	vehicle	aeroplano	s134	11		3	is_fast	iep	velocissmo
airplane	vehicle	aeroplano	s134	11		4	is_expensive	iep	costa_tanto
airplane	vehicle	aeroplano	s134	11		5	is_comfortable	iep	è_comodo
airplane	vehicle	aeroplano	s134	11		6	used_for_long_travel	sf	è_utile_per_grandi_spostamenti
garage	building	garage	s134	12		1	like_a_small_room	io	piccola_stanza
garage	building	garage	s134	12		2	a_room	ch	stanza
garage	building	garage	s134	12		3	used_for_storing_cars	sf	contiene_le_automobili
garage	building	garage	s134	12		4	is_underground	sl	sottoterra
garage	building	garage	s134	12		5	cockroaches_live_in_it	se	ci_sono_gli_scarafaggi
garage	building	garage	s134	12		6	used_for_storing	sf	si_tengono_le_cose_in_disuso
finger	bodypart	dito	s134	13		1	a_body_part	ch	parte_del_corpo
finger	bodypart	dito	s134	13		2	beh_-_moves	eb	si_muove
finger	bodypart	dito	s134	13		3	has_3_finger_bones	eci	formata_da_tre_ossa
finger	bodypart	dito	s134	13		4	has_skin	ece	ricoperte_di_pelle
spinach	vegetable	spinaci	s134	14		1	a_vegetable	ch	sono_verdure
spinach	vegetable	spinaci	s134	14		2	has_protein	eci	hanno_tante_proteine
spinach	vegetable	spinaci	s134	14		3	tastes_bad	ie	non_sono_molto_buoni_da_mangiare
hand	bodypart	mano	s134	15		1	a_body_part	ch	parte_del_corpo
hand	bodypart	mano	s134	15		2	has_5_fingers	ece	formata_da_5_dita
hand	bodypart	mano	s134	15		3	used_for_doing	sf	si_usa_per_fare_ogni_cosa
hand	bodypart	mano	s134	15		4	beh_-_sweats	eb	può_sudare
sword	implement	spada	s134	16		1	an_object	ch	oggetto
sword	implement	spada	s134	16		2	is_sharp	ese	tagliente
sword	implement	spada	s134	16		3	used_for_killing	sf	si_usava_per_uccidere
sword	implement	spada	s134	16		4	is_medieval	st	si_usava_nel_Medioevo
sword	implement	spada	s134	16		5	mentioned_in_legends	io	si_trova_in_molte_leggende
sword	implement	spada	s134	16		6	is_heavy	ese	è_pesante
paintbrush	implement	pennello	s134	17		1	used_for_painting	sf	serve_per_pitturare
paintbrush	implement	pennello	s134	17		2	has_bristles	ece	è_formato_da_setole
paintbrush	implement	pennello	s134	17		3	made_of_wood	em	è_in_legno
paintbrush	implement	pennello	s134	17		4	used_by_painters	sp	lo_usa_il_pittore
paintbrush	implement	pennello	s134	17		5	is_thin	ese	può_essere_fino
paintbrush	implement	pennello	s134	17		6	is_thick	ese	può_essere_largo
tongs	implement	pinze	s134	18		1	used_for_pulling	sf	servono_per_staccare_le_cose
tongs	implement	pinze	s134	18		2	has_2_handles	ece	hanno_2_bracci_metallici
tongs	implement	pinze	s134	18		3	based_on_lever_principle	ic	sono_delle_leve
tongs	implement	pinze	s134	18		4	rust	io	si_arruginiscono
pear	fruit	pera	s134	19		1	a_fruit	ch	tipo_di_frutta
pear	fruit	pera	s134	19		2	eaten_by_peeling	sa	sbucciata_prima_di_essere_ingerita
pear	fruit	pera	s134	19		3	is_juicy	esi	succosa
pear	fruit	pera	s134	19		4	associated_with_drugs	eae	droga
chair	furniture	sedia	s134	20		1	made_of_wood	em	di_legno
chair	furniture	sedia	s134	20		2	used_for_sitting	sf	serve_per_sedersi
chair	furniture	sedia	s134	20		3	is_upholstered	esi	imbottita
chair	furniture	sedia	s134	20		4	is_comfortable	ie	comoda
chair	furniture	sedia	s134	20		5	has_4_legs	ece	ha_4_gambe
chair	furniture	sedia	s134	20		6	has_a_back	ece	ha_uno_schienale_per_appoggiarsi
bed	furniture	letto	s134	21		1	made_of_wood	em	di_legno
bed	furniture	letto	s134	21		2	used_for_sleeping	sf	serve_per_dormire
bed	furniture	letto	s134	21		3	has_a_mattress	ece	composto_da_un_materasso
bed	furniture	letto	s134	21		4	has_pillows	se	composto_da_un_cuscino
bed	furniture	letto	s134	21		5	has_blankets	se	ha_una_coperta
bed	furniture	letto	s134	21		6	different_kinds	eq	di_vari_tipi
bed	furniture	letto	s134	21		7	is_comfortable	ie	comodo
truck	vehicle	camion	s134	22		1	is_large	ese	grande
truck	vehicle	camion	s134	22		2	a_vehicle	ch	mezzo
truck	vehicle	camion	s134	22		3	used_for_transportation	sf	di_trasporto
truck	vehicle	camion	s134	22		4	used_for_cargo	se	per_portare_tonnellate_di_merci
truck	vehicle	camion	s134	22		5	is_heavy	ese	pesante
truck	vehicle	camion	s134	22		6	has_>_4_wheels	ece	ha_più_di_4_ruote
truck	vehicle	camion	s134	22		7	is_slow	iep	non_è_molto_veloce
truck	vehicle	camion	s134	22		8	used_for_long_travel	sf	serve_per_lunghi_spostamenti
orange	fruit	arancia	s134	23		1	a_fruit	ch	è_un_tipo_di_frutta
orange	fruit	arancia	s134	23		2	is_orange	ese	è_arancione
orange	fruit	arancia	s134	23		3	is_edible	sa	prima_di_essere_mangiata
orange	fruit	arancia	s134	23		4	eaten_by_peeling	sa	deve_essere_sbucciata
orange	fruit	arancia	s134	23		5	has_vitamin_C	eci	contiene_vitamine
chemise	clothing	camicia	s134	24		1	clothing	ch	è_un_indumento
chemise	clothing	camicia	s134	24		2	has_buttons	ece	ha_bottoni
chemise	clothing	camicia	s134	24		3	different_kinds	eq	è_di_vari_tipi
chemise	clothing	camicia	s134	24		4	has_a_collar	ece	ha_un_colletto
potato	vegetable	patata	s134	25		1	is_edible	sa	è_da_mangiare
potato	vegetable	patata	s134	25		2	tastes_good	ie	è_buona
potato	vegetable	patata	s134	25		3	eaten_by_cooking	sa	può_essere_cotta_in_varie_maniere
potato	vegetable	patata	s134	25		4	has_a_skin	ece	ha_la_buccia
corn	vegetable	mais	s135	1		1	is_edible	sa	si_mangia
corn	vegetable	mais	s135	1		2	is_yellow	ese	giallo
corn	vegetable	mais	s135	1		3	is_grown	sa	si_coltiva
corn	vegetable	mais	s135	1		4	a_vegetable	ch	verdura
cherry	fruit	ciliegia	s135	2		1	a_fruit	ch	frutto
cherry	fruit	ciliegia	s135	2		2	is_red	ese	rossa
cherry	fruit	ciliegia	s135	2		3	grows_on_trees	sl	cresce_sugli_alberi
cherry	fruit	ciliegia	s135	2		4	is_round	ese	rotonda
cherry	fruit	ciliegia	s135	2		5	has_a_pit	eci	ha_un_nocciolo
closet	furniture	armadio	s135	3		1	furniture	ch	fa_parte_dell'arredamento
closet	furniture	armadio	s135	3		2	found_in_houses	sl	si_trova_in_casa
closet	furniture	armadio	s135	3		3	used_for_storing	sf	posso_mettere_varie_cose_al_suo_interno
closet	furniture	armadio	s135	3		4	has_shelves	eci	ha_tanti_ripiani
closet	furniture	armadio	s135	3		5	has_doors	ece	può_avere_delle_ante
closet	furniture	armadio	s135	3		6	is_opened	sa	può_essere_aperto
shoes	clothing	scarpe	s135	4		1	clothing	ch	abbigliamento
shoes	clothing	scarpe	s135	4		2	worn_on_feet	sf	si_mettono_ai_piedi
shoes	clothing	scarpe	s135	4		3	has_a_lace	ece	hanno_dei_lacci
broom	implement	scopa	s135	5		1	used_for_floor_cleaning	sf	serve_per_pulire_il_pavimento
broom	implement	scopa	s135	5		2	has_a_handle	ece	formata_da_un_bastone
broom	implement	scopa	s135	5		3	has_bristles	ece	con_una_spazzola_su_un'estremità
head	bodypart	testa	s135	6		1	a_body_part	ch	fa_parte_del_corpo_umano
head	bodypart	testa	s135	6		2	connected_to_neck	se	si_trova_in_cima_sopra_il_collo
head	bodypart	testa	s135	6		3	has_2_eyes	ece	ha_2_occhi
head	bodypart	testa	s135	6		4	has_2_ears	ece	ha_2_orecchie
head	bodypart	testa	s135	6		5	has_a_mouth	ece	ha_bocca
head	bodypart	testa	s135	6		6	has_a_nose	ece	ha_naso
head	bodypart	testa	s135	6		7	has_hair	ece	ha_i_capelli
head	bodypart	testa	s135	6		8	is_round	ese	è_rotonda
monkey	mammal	scimmia	s135	7		1	an_animal	ch	è_un_animale
monkey	mammal	scimmia	s135	7		2	a_relative_of_humans	cc	antenato_dell'uomo
